prop_name,prop_type,street,zipcode,bathroom,bedroom
2 BR/2BA Flat in the Heart of NOPA,Apartment,"Lyon Street, San Francisco, CA 94115, United States",94115,2,2
Convenient Private Room + Bath,Apartment,"Sutter Street, San Francisco, CA 94109, United States",94109,1,1
Sunny 2 BR/1 Bath Lower Pac Heights,Condominium,"Pierce Street, San Francisco, CA 94115, United States",94115,1,1
Perfect Victorian- New Construction,Apartment,"Waller Street, San Francisco, CA 94102, United States",94102,1.5,1
Hayes Valley Studio- Private Entry,Apartment,"Ivy St, San Francisco, CA 94102, United States",94102,1,0
The Quintessential Victorian Flat,Apartment,"Hermann Street, San Francisco, CA 94117, United States",94117,2,3
Studio with a View in Lower Haight,Apartment,"Hermann Street, San Francisco, CA 94102, United States",94102,1,0
Alamo Square Apartment,Apartment,"Fulton Street, San Francisco, CA 94117, United States",94117,1,1
Alamo Square Painted Lady,House,"Scott Street, San Francisco, CA 94117, United States",94117,1.5,1
Pac Heights - Super Bowl Victorian,House,"Pine Street, San Francisco, CA 94115, United States",94115,1,4
Spacious 2-bedroom Lower Haight Apt,Apartment,"Page Street, San Francisco, CA 94117, United States",94117,1,2
Deluxe Working Artist's Loft,Loft,"Lyon Street, San Francisco, CA 94115, United States",94115,1.5,1
AlamoSquare w/2 Twin XL or King bed,House,"Seymour Street, San Francisco, CA 94115, United States",94115,1,1
Hip and Family Friendly 2BD,Apartment,"Waller Street, San Francisco, CA 94117, United States",94117,1,2
"Perry, Robert & Banjo",Condominium,"Octavia Street, San Francisco, CA 94102, United States",94102,1,1
Comfortable & Spacious - Prime Location,Apartment,"Presidio Avenue, San Francisco, CA 94115, United States",94115,1,1
Perfect getaway near Japantown,Apartment,"O'Farrell Street, San Francisco, CA 94115, United States",94115,1,1
1bd/1ba Apt Centrally Located in SF,Apartment,"Oak Street, San Francisco, CA 94117, United States",94117,1,1
Lower Haight Victorian Rooms,Apartment,"Webster Street, San Francisco, CA 94117, United States",94117,1.5,1
Hip Hayes Valley penthouse condo,Apartment,"Fillmore Street, San Francisco, CA 94117, United States",94117,2,1
Hayes Valley- Clean And Classic 1bd,Apartment,"Linden St, San Francisco, CA 94102, United States",94102,1,1
Large Apt- Walking distance to DF,Apartment,"Gough Street, San Francisco, CA 94109, United States",94109,2,2
"Updated, Classic SF Victorian",Apartment,"Scott Street, San Francisco, CA 94117, United States",94117,1,3
"Blocks from GG Park! All inclusive ""M""",Apartment,"Fulton Street, San Francisco, CA 94117, United States",94117,2,1
Big VIEWS!  1-BR Central SAN FRANCISCO location,Apartment,"Gough Street, San Francisco, CA 94109, United States",94109,1,1
Quintessential SF Victorian ,Apartment,"Steiner Street, San Francisco, CA 94117, United States",94117,1,1
"Clean, cozy room w/ PRIME location",Townhouse,"Linden Street, San Francisco, CA 94102, United States",94102,1,1
Sunny & Spacious Room in Alamo Sq.,Apartment,"Fell Street, San Francisco, CA 94117, United States",94117,2,1
San Francisco Living!,House,"Pine Street, San Francisco, CA 94115, United States",94115,1,1
Spacious Hayes Valley house!,Apartment,"Fillmore Street, San Francisco, CA 94117, United States",94117,3,4
Centrally located 2 br,Apartment,"Market Street, San Francisco, CA 94102, United States",94102,1,2
Spacious 2-Bedroom Edwardian Flat,Apartment,"Bush Street, San Francisco, CA 94115, United States",94115,1,2
Eduardian Flat in Hayes Valley - Room for rent,House,"Oak Street, San Francisco, CA 94102, United States",94102,1,1
Beautiful room in San Francisco,Apartment,"Golden Gate Avenue, San Francisco, CA 94115, United States",94115,1.5,1
"Spacious, clean home to yourself",Apartment,"Hayes Street, San Francisco, CA 94117, United States",94117,1,2
OISNB @ The Royal Red Guest Room,House,"Webster Street, San Francisco, CA 94117, United States",94117,1,1
PERFECT FOR THE SUPERBOWL!!!,House,"Baker Street, San Francisco, CA 94115, United States",94115,2,2
Attic Master Suite with Kitchenette,House,"Pierce St, San Francisco, CA 94117, United States",94117,1,1
1B/1FO View of GG Bridge New Furnit,Apartment,"Terra Vista Avenue, San Francisco, CA 94115, United States",94115,1,1
Luxe Lower Pac Heights Victorian,House,"Scott Street, San Francisco, CA 94115, United States",94115,1,1
Huge private Rm in ❤ San Fran,Condominium,"Page Street, San Francisco, CA 94117, United States",94117,3,1
2BR Modern & Sunny Hayes Valley Apt,Apartment,"Haight Street, San Francisco, CA 94102, United States",94102,1,2
Central City Living at its best! :),Apartment,"Bush St, San Francisco, CA 94109, United States",94109,1,1
Spacious 2B in Hayes Valley,Apartment,"Fell Street, San Francisco, CA 94102, United States",94102,1,2
Lower Haight bedroom,Apartment,"Laussat Street, San Francisco, CA 94117, United States",94117,1,1
Spacious Modern 2 Bed 2 Bath&Yard,House,"Baker Street, San Francisco, CA 94115, United States",94115,2,2
Private Room in Awesome NOPA Flat,Apartment,"McAllister Street, San Francisco, CA 94115, United States",94115,1,1
Historic Alamo Square Victorian,House,"Scott St, San Francisco, CA 94117, United States",94117,1.5,2
Spacious Pac Heights Master Bedroom,Apartment,"San Francisco, CA 94115, United States",94115,1,1
Beautiful baby friendly 2BR!,Apartment,"Hayes Street, San Francisco, CA 94117, United States",94117,1,2
Charming  Victorian on Haight St.,Condominium,"Haight Street, San Francisco, CA 94117, United States",94117,2,3
Clean & Simple 2 Bedroom Penthouse in Downtown SF,Apartment,"O'Farrell Street, San Francisco, CA 94115, United States",94115,2,2
Spacious 1BR in NOPA w/ Patio,Apartment,"Terra Vista Avenue, San Francisco, CA 94115, United States",94115,1,1
Hayes Valley Apartment with Great Green Backyard,Apartment,"Fell Street, San Francisco, CA 94102, United States",94102,1,1
Beautiful Big Bedroom in SF for rent for a week!,Apartment,"Oak Street, San Francisco, CA 94117, United States",94117,1,1
Classic 2BR Victorian Lower Haight,House,"Steiner Street, San Francisco, CA 94117, United States",94117,1,2
Spacious/Sunny/Modern Two Bedroom ,House,"Baker St, San Francisco, CA 94115, United States",94115,1,2
Modern Suite with Private Bathroom,Apartment,"Eddy Street, San Francisco, CA 94115, United States",94115,1,1
Beautiful Renovated Nopa 1 Bedroom,Apartment,"Pierce Street, San Francisco, CA 94117, United States",94117,1,1
Lovely in Lower Haight Victorian,House,"Oak Street, San Francisco, CA 94117, United States",94117,1,1
Great for business travelers - NOPA,Apartment,"Baker Street, San Francisco, CA 94115, United States",94115,1,1
Victorian House Near Park and Restaurants,House,"Waller Street, San Francisco, CA 94117, United States",94117,1,1
Master Bedroom in Pacific Heights,Apartment,"Webster Street, San Francisco, CA 94115, United States",94115,1,1
Cozy 1Bed in Hayes Valley,Apartment,"Grove Street, San Francisco, CA 94102, United States",94102,1,2
Modern Hayes Valley residence,Apartment,"Octavia Street, San Francisco, CA 94102, United States",94102,1,1
Cozy Private Room in Great Location,Apartment,"Ivy Street, San Francisco, CA 94102, United States",94102,1,1
2 Bedroom Apartment Pacific Heights,Apartment,"Bush Street, San Francisco, CA 94109, United States",94109,1,2
Charming 2 bedroom in Alamo Square,Apartment,"Hayes Street, San Francisco, CA 94117, United States",94117,1,2
Charming Tenderloin Studio,Apartment,"O'Farrell St, San Francisco, CA 94102, United States",94102,1,
Lower Haight Queen-Anne Victorian,House,"Haight Street, San Francisco, CA 94117, United States",94117,1,1
Victorian Style!,Apartment,"Webster Street, San Francisco, CA 94117, United States",94117,1,1
Super Bowl - Historic SF Victorian,House,"San Francisco, CA 94115, United States",94115,2.5,4
Lower Haight NathanAlleySF wparking,Apartment,"Steiner Street, San Francisco, CA 94117, United States",94117,1.5,3
"Beautiful, Central & 20% Donated",Apartment,"Octavia Street, San Francisco, CA 94102, United States",94102,1.5,1
Apartment near Alamo Square,Apartment,"Scott Street, San Francisco, CA 94115, United States",94115,1,1
Studio apartment - Alamo Square,Apartment,"Hayes Street, San Francisco, CA 94117, United States",94117,1,1
Victorian Garden Suite in NOPA,House,"Fulton Street, San Francisco, CA 94117, United States",94117,1,1
Hayes Valley Victorian apartment,Apartment,"A Waller Street, San Francisco, CA 94102, United States",94102,1,2
Charming 3BR Victorian in NoPa W/Modern Upgrades,Apartment,"Fulton Street, San Francisco, CA 94117, United States",94117,1,3
Stylish 2BR/2BA APT,Apartment,"Eddy Street, San Francisco, CA 94115, United States",94115,2,2
3BR Luxe & Spacious L Pac Hts Flat,Other,"Baker St., San Francisco, CA 94115, United States",94115,2,3
Adorable Room in Hayes Valley,Apartment,"Fulton St, San Francisco, CA 94102, United States",94102,1,1
Legendary Room in Great House,House,"Grove St, San Francisco, CA 94117, United States",94117,1,1
Entire One Bdr Apt in Pac Heights,Apartment,"Gough Street, San Francisco, CA 94109, United States",94109,1,1
Beautiful large 1brm Best Location,Apartment,"Steiner Street, San Francisco, CA 94117, United States",94117,1,1
Great location Hayes Valley Futon,Apartment,"Ivy Street, San Francisco, CA 94102, United States",94102,1,1
Garden Studio in the Lower Haight,Apartment,"Page Street, San Francisco, CA 94117, United States",94117,1,0
One block from Alamo Square park!,Townhouse,"Fell Street, San Francisco, CA 94117, United States",94117,1.5,1
Sun-filled Flat in Central Location,Condominium,"Hayes Street, San Francisco, CA 94117, United States",94117,2,2
Lovely 2BR flat Great Location ,Apartment,"Lyon St, San Francisco, CA 94115, United States",94115,1,2
Private Room & Bath w/ Queen Bed!,Townhouse,"Eddy Street, San Francisco, CA 94115, United States",94115,1,1
European 2 Bed LUXURY Hotel Room,Bed & Breakfast,"Sutter Street, San Francisco, CA 94109, United States",94109,1,1
Cozy Room in Spacious Apt- Perfect ,Apartment,"Haight Street, San Francisco, CA 94117, United States",94117,1,1
Grand 1890s Victorian ~Alamo Square,Apartment,"Fillmore Street, San Francisco, CA 94117, United States",94117,1,3
Perfect Modern Room in Hayes Valley,Apartment,"Hayes Street, San Francisco, CA 94102, United States",94102,1,1
"Peaceful, clean Nopa bedroom",House,"Fell Street, San Francisco, CA 94117, United States",94117,1,1
Zen in the heart of the City,Apartment,"Page Street, San Francisco, CA 94117, United States",94117,1,1
Gorgeous Victorian in Hayes Valley - Best Location,House,"Oak Street, San Francisco, CA 94102, United States",94102,2,3
"Artist studio, garden apartment",Apartment,"Turk Street, San Francisco, CA 94115, United States",94115,1,0
Small studio close to Van Ness tram,Apartment,"Haight Street, San Francisco, CA 94102, United States",94102,1,0
Victorian Retreat in PacificHeights,Condominium,"Bush Street, San Francisco, CA 94104, United States",94104,2.5,1
☞ Parking | HBO | Backyard | BBQ | Wash/Dry,House,"Ewing Terrace, San Francisco, CA 94118, United States",94118,1,1
Spacious Private Room in Lower Haight/Alamo Square,Apartment,"Oak Street, San Francisco, CA 94117, United States",94117,1,1
Hip Private Bedroom in Lower Haight,Apartment,"Page Street, San Francisco, CA 94117, United States",94117,1,1
Junior Penthouse in Japantown,Apartment,"Webster Street, San Francisco, CA 94115, United States",94115,1,2
Modern Victorian in NOPA!,House,"Golden Gate Avenue, San Francisco, CA 94118, United States",94118,1,1
Beautiful Apt Centrally Located in Lower Nob Hill,Apartment,"Sutter Street, San Francisco, CA 94109, United States",94109,1,1
great apartment located in Fillmore,Apartment,"Webster Street, San Francisco, CA 94115, United States",94115,1,1
"Sunlit, spacious room in modern two story walk up!",Townhouse,"Eddy Street, San Francisco, CA 94115, United States",94115,1,1
Quiet Water Fountain Home,Apartment,"Haight Street, San Francisco, CA 94117, United States",94117,1,1
"Sunny, Modern Private Bedroom",Apartment,"Steiner Street, San Francisco, CA 94117, United States",94117,1,1
Renovated Flat in Historic Home,Apartment,"Steiner St, San Francisco, CA 94117, United States",94117,1.5,1
Hayes Valley Victorian Flat,Apartment,"Webster Street, San Francisco, CA 94117, United States",94117,1,1
Sunny room in Lower haight,Apartment,"Waller Street, San Francisco, CA 94117, United States",94117,1,1
Warm Victorian Room by Alamo Square,House,"Golden Gate Avenue, San Francisco, CA 94115, United States",94115,1,1
"Pacific Heights, 2 rooms & parking!",Apartment,"Lyon Street, San Francisco, CA 94115, United States",94115,1.5,1
Secret cottage - with parking,Apartment,"Baker Street, San Francisco, CA 94115, United States",94115,2,2
Quiet residential master room near the fun,Condominium,"Ellis Street, San Francisco, CA 94115, United States",94115,1.5,1
Sunny room,Apartment,"O'Farrell Street, San Francisco, CA 94115, United States",94115,1,1
Loft Bed Tiny Private Room,Apartment,"Laussat Street, San Francisco, CA 94117, United States",94117,2.5,1
Beautiful Hayes Valley 1 Bedroom,Apartment,"Oak Street, San Francisco, CA 94102, United States",94102,1,1
Sunny Duboce Triangle Spot,Apartment,"Duboce Avenue, San Francisco, CA 94117, United States",94117,1,1
Large Room - Great for Superbowl,Apartment,"Steiner Street, San Francisco, CA 94115, United States",94115,1.5,1
Gorgeous Full-Floor Victorian Flat,Apartment,"Fillmore Street, San Francisco, CA 94117, United States",94117,2.5,4
Spacious and Sunny Corner Unit,Apartment,"Pine Street, San Francisco, CA 94115, United States",94115,1,0
Large bedroom in Hayes Valley,Apartment,"Hayes Street, San Francisco, CA 94102, United States",94102,1,1
Spacious Urban Retreat w/ Parking!,Apartment,"Barcelona Avenue, San Francisco, CA 94115, United States",94115,1,1
Room in the Heart of Hayes Valley,Apartment,"Haight Street, San Francisco, CA 94102, United States",94102,1.5,1
"Central, quiet park-like enclave.",House,"Cottage Row, San Francisco, CA 94115, United States",94115,1,1
Cozy room in Lower Haight flat,Apartment,"Steiner Street, San Francisco, CA 94117, United States",94117,2,1
"Sunny, Central Apt in Top Location",Apartment,"Divisadero St, San Francisco, CA 94115, United States",94115,1,1
Charming Studio Apartment,Apartment,"Franklin Street, San Francisco, CA 94109, United States",94109,1,0
Central San Francisco Chic Studio,Apartment,"Gough Street, San Francisco, CA 94109, United States",94109,1,0
Penthouse Apt - Best view in city!,Apartment,"Pierce Street, San Francisco, CA 94117, United States",94117,1,2
Charming Victorian Flat ,Apartment,"Fillmore Street, San Francisco, CA 94117, United States",94117,1,1
Great Room in Lower Pac Heights Apt,Apartment,"Post Street, San Francisco, CA 94115, United States",94115,1,1
Garden 1 BR Apt - Alamo Square,Apartment,"Fulton Street, San Francisco, CA 94117, United States",94117,1,1
Huge Victorian- Great for Superbowl,House,"Haight Street, San Francisco, CA 94102, United States",94102,4,9
CALEF HOUSE Rm 3 in Beaut SF Vict!,House,"Buchanan St, San Francisco, CA 94115, United States",94115,1,1
Broderick,Apartment,"San Francisco, CA, United States",,1,1
